line_id,po_id,item_name,category,standard_cost,unit_price,quantity,line_total
LI-004245,PO-01110,Chain Lubricant 1gal,mro,1498.5222,1684.0018,13,21892.0234
LI-004246,PO-01111,Bearing 6205-2RS,mro,1683.772,1513.4358,39,59023.9962
LI-004247,PO-01111,Replacement Seal Kit,mro,1367.5833,1469.9468,35,51448.138
LI-004248,PO-01112,Packaging Foam Sheet,indirect,810.4443,684.6235,10,6846.235
LI-004249,PO-01112,First Aid Kit OSHA,indirect,2312.9559,2262.6196,11,24888.8156
LI-004250,PO-01112,Facility Sign Set,indirect,2176.3423,2366.969,13,30770.597
LI-004251,PO-01112,PPE Restocking Kit,indirect,2557.6261,2715.7539,19,51599.3241
LI-004252,PO-01113,Janitorial Supply Box,indirect,1712.2824,1688.8965,19,32089.0335
LI-004253,PO-01113,First Aid Kit OSHA,indirect,2447.4867,2262.5664,10,22625.664
LI-004254,PO-01114,Equipment Calibration,services,1072.9613,833.7144,5,4168.572
LI-004255,PO-01114,Equipment Calibration,services,836.3634,642.2736,6,3853.6416
LI-004256,PO-01114,Cleaning Contract Monthly,services,1556.0652,1674.581,7,11722.067
LI-004257,PO-01114,Inspection & Audit Service,services,1315.113,1494.5639,3,4483.6917
LI-004258,PO-01115,Office Supply Bundle,indirect,446.3295,321.2118,13,4175.7534
LI-004259,PO-01115,Packaging Foam Sheet,indirect,177.0524,137.5116,7,962.5812
LI-004260,PO-01115,PPE Restocking Kit,indirect,204.7066,201.728,2,403.456
LI-004261,PO-01115,Janitorial Supply Box,indirect,55.4653,46.3776,10,463.776
LI-004262,PO-01115,First Aid Kit OSHA,indirect,446.565,413.4543,3,1240.3629
LI-004263,PO-01115,Printer Toner Set,indirect,723.4271,556.6141,8,4452.9128
LI-004264,PO-01116,Hydraulic Filter HF-200,mro,848.8838,818.1605,18,14726.889
LI-004265,PO-01116,O-Ring Kit Viton,mro,626.8746,634.3393,12,7612.0716
LI-004266,PO-01117,Hydraulic Filter HF-200,mro,733.203,706.836,25,17670.9
LI-004267,PO-01117,Replacement Seal Kit,mro,73.1745,78.8036,36,2836.9296
LI-004268,PO-01118,Replacement Seal Kit,mro,1019.5482,1062.2144,27,28679.7888
LI-004269,PO-01118,Bearing 6205-2RS,mro,700.995,901.011,29,26129.319
LI-004270,PO-01119,O-Ring Kit Viton,mro,1684.0345,1729.1537,5,8645.7685
LI-004271,PO-01119,Chain Lubricant 1gal,mro,793.9787,733.9462,26,19082.6012
LI-004272,PO-01119,Safety Gloves Nitrile L,mro,895.4711,853.7781,35,29882.2335
LI-004273,PO-01120,Cutting Disc 4.5in,mro,1494.1349,1331.657,25,33291.425
LI-004274,PO-01120,Replacement Seal Kit,mro,1185.9007,1069.0563,45,48107.5335
LI-004275,PO-01121,Consulting Day Rate,services,1199.9394,1248.1728,3,3744.5184
LI-004276,PO-01121,Cleaning Contract Monthly,services,551.0355,639.2213,1,639.2213
LI-004277,PO-01122,Chain Lubricant 1gal,mro,234.1862,212.3934,23,4885.0482
LI-004278,PO-01122,Replacement Seal Kit,mro,280.1686,289.6065,50,14480.325
LI-004279,PO-01123,Nylon Pellets 50lb,direct_materials,4560.3411,4454.6967,210,935486.307
LI-004280,PO-01123,Stainless Plate 304,direct_materials,4712.3752,4729.5881,247,1168208.2607
LI-004281,PO-01123,Steel Billet Grade A,direct_materials,373.8247,364.9192,433,158010.0136
LI-004282,PO-01123,Brass Fitting 3/4in,direct_materials,2551.193,2574.919,212,545882.828
LI-004283,PO-01123,Polypropylene Resin,direct_materials,4431.0405,4428.7326,204,903461.4504
LI-004284,PO-01124,Cutting Disc 4.5in,mro,1064.2696,904.0507,4,3616.2028
LI-004285,PO-01124,Safety Gloves Nitrile L,mro,114.0385,121.3853,37,4491.2561
LI-004286,PO-01124,V-Belt B68,mro,491.8346,522.3362,35,18281.767
LI-004287,PO-01125,Grease Cartridge EP2,mro,1005.4701,1206.7603,21,25341.9663
LI-004288,PO-01125,Chain Lubricant 1gal,mro,901.5495,777.8402,4,3111.3608
LI-004289,PO-01125,Chain Lubricant 1gal,mro,279.125,262.8048,8,2102.4384
LI-004290,PO-01125,Safety Gloves Nitrile L,mro,1549.8844,1261.092,15,18916.38
LI-004291,PO-01126,Chain Lubricant 1gal,mro,1953.6049,2062.0827,27,55676.2329
LI-004292,PO-01126,Bearing 6205-2RS,mro,1407.132,1604.2872,21,33690.0312
LI-004293,PO-01126,Grease Cartridge EP2,mro,1371.7769,1459.0238,10,14590.238
LI-004294,PO-01126,Bearing 6205-2RS,mro,1171.5029,1426.1922,39,55621.4958
LI-004295,PO-01127,Courier & Freight Charge,services,1623.335,1031.0696,9,9279.6264
LI-004296,PO-01127,Inspection & Audit Service,services,352.853,357.9046,2,715.8092
LI-004297,PO-01128,Nylon Pellets 50lb,direct_materials,1838.245,1801.7438,99,178372.6362
LI-004298,PO-01128,Stainless Plate 304,direct_materials,553.2551,563.731,363,204634.353
LI-004299,PO-01128,Carbon Fiber Roll,direct_materials,141.8114,144.2757,469,67665.3033
LI-004300,PO-01128,Nylon Pellets 50lb,direct_materials,2504.2737,2468.8485,372,918411.642
LI-004301,PO-01128,Carbon Fiber Roll,direct_materials,1395.3444,1372.5219,213,292347.1647
LI-004302,PO-01128,Zinc Ingot 99.9%,direct_materials,1670.2273,1644.1066,78,128240.3148
LI-004303,PO-01129,PPE Restocking Kit,indirect,2089.4846,2301.0149,20,46020.298
LI-004304,PO-01129,Office Supply Bundle,indirect,2457.6555,2850.8405,5,14254.2025
LI-004305,PO-01129,Cable Ties Assorted,indirect,2365.3283,3413.8935,14,47794.509
LI-004306,PO-01129,Janitorial Supply Box,indirect,2379.7996,2223.4818,1,2223.4818
LI-004307,PO-01129,First Aid Kit OSHA,indirect,1542.9577,1279.6139,10,12796.139
LI-004308,PO-01129,Printer Toner Set,indirect,2891.5853,3704.9239,19,70393.5541
LI-004309,PO-01130,Aluminum Sheet 6061,direct_materials,72.0751,69.8698,237,16559.1426
LI-004310,PO-01130,Copper Tubing 1in,direct_materials,4927.8488,5035.8795,434,2185571.703
LI-004311,PO-01130,Polypropylene Resin,direct_materials,3318.1485,3202.8306,168,538075.5408
LI-004312,PO-01130,Carbon Fiber Roll,direct_materials,2984.1265,2908.0966,335,974212.361
LI-004313,PO-01130,Carbon Fiber Roll,direct_materials,2894.1789,2796.0966,138,385861.3308
LI-004314,PO-01131,PPE Restocking Kit,indirect,828.3228,966.9145,2,1933.829
LI-004315,PO-01131,Janitorial Supply Box,indirect,1272.7439,1387.767,5,6938.835
LI-004316,PO-01131,Facility Sign Set,indirect,2179.4999,2038.0663,15,30570.9945
LI-004317,PO-01131,Printer Toner Set,indirect,2704.0522,2566.2729,17,43626.6393
LI-004318,PO-01132,Zinc Ingot 99.9%,direct_materials,1126.7905,1130.1843,453,511973.4879
LI-004319,PO-01132,Steel Billet Grade A,direct_materials,2284.715,2324.784,202,469606.368
LI-004320,PO-01132,Aluminum Sheet 6061,direct_materials,628.3066,632.5841,486,307435.8726
LI-004321,PO-01132,Copper Tubing 1in,direct_materials,2555.2969,2493.4203,431,1074664.1493
LI-004322,PO-01133,Brass Fitting 3/4in,direct_materials,3517.0718,3451.9567,254,876797.0018
LI-004323,PO-01133,Stainless Plate 304,direct_materials,2843.6521,2910.1117,303,881763.8451
LI-004324,PO-01133,Polypropylene Resin,direct_materials,2531.5212,2521.3213,340,857249.242
LI-004325,PO-01133,Nylon Pellets 50lb,direct_materials,1900.0791,1880.149,397,746419.153
LI-004326,PO-01134,Hydraulic Filter HF-200,mro,856.8111,838.7153,38,31871.1814
LI-004327,PO-01134,Safety Gloves Nitrile L,mro,691.1116,669.1729,1,669.1729
LI-004328,PO-01135,Packaging Foam Sheet,indirect,1781.3245,1556.5835,8,12452.668
LI-004329,PO-01135,Storage Bin Set,indirect,463.6639,687.6172,17,11689.4924
LI-004330,PO-01135,Storage Bin Set,indirect,2003.2073,2082.5446,12,24990.5352
LI-004331,PO-01135,Cable Ties Assorted,indirect,1540.5397,1275.0723,15,19126.0845
LI-004332,PO-01135,PPE Restocking Kit,indirect,354.4714,319.6327,17,5433.7559
LI-004333,PO-01136,Safety Gloves Nitrile L,mro,1193.3009,1171.7162,16,18747.4592
LI-004334,PO-01136,O-Ring Kit Viton,mro,1558.5514,1339.4825,11,14734.3075
LI-004335,PO-01137,Storage Bin Set,indirect,132.1033,122.2273,17,2077.8641
LI-004336,PO-01137,Printer Toner Set,indirect,1087.4561,1139.604,20,22792.08
LI-004337,PO-01137,Janitorial Supply Box,indirect,738.6722,601.7726,5,3008.863
LI-004338,PO-01138,Wire Brush Set,mro,1412.5817,1327.1531,30,39814.593
LI-004339,PO-01138,O-Ring Kit Viton,mro,1022.8698,932.9474,26,24256.6324
LI-004340,PO-01139,V-Belt B68,mro,164.1434,143.4851,18,2582.7318
LI-004341,PO-01139,Cutting Disc 4.5in,mro,98.9142,103.972,14,1455.608
LI-004342,PO-01139,Bearing 6205-2RS,mro,422.05,359.2292,26,9339.9592
LI-004343,PO-01139,Hydraulic Filter HF-200,mro,485.3597,493.8845,25,12347.1125
LI-004344,PO-01139,Cutting Disc 4.5in,mro,444.4493,357.22,28,10002.16
LI-004345,PO-01140,Chain Lubricant 1gal,mro,1767.229,2059.3367,36,74136.1212
LI-004346,PO-01140,Wire Brush Set,mro,1292.0237,1301.5875,18,23428.575
LI-004347,PO-01140,Replacement Seal Kit,mro,1148.12,1065.3227,16,17045.1632
LI-004348,PO-01140,Hydraulic Filter HF-200,mro,1568.0747,1304.583,2,2609.166
LI-004349,PO-01140,Chain Lubricant 1gal,mro,1253.2979,1421.2961,35,49745.3635
LI-004350,PO-01140,Cutting Disc 4.5in,mro,933.1986,1120.8346,25,28020.865
LI-004351,PO-01141,Grease Cartridge EP2,mro,1773.6594,1819.1127,29,52754.2683
LI-004352,PO-01141,O-Ring Kit Viton,mro,667.2422,587.8012,11,6465.8132
LI-004353,PO-01141,Chain Lubricant 1gal,mro,1853.0971,1973.5174,21,41443.8654
LI-004354,PO-01141,Replacement Seal Kit,mro,1388.6222,1482.9657,50,74148.285
LI-004355,PO-01141,Wire Brush Set,mro,1253.5067,1019.0962,8,8152.7696
LI-004356,PO-01142,Chain Lubricant 1gal,mro,390.2046,378.8168,47,17804.3896
LI-004357,PO-01142,Grease Cartridge EP2,mro,298.5164,292.9848,15,4394.772
LI-004358,PO-01142,Hydraulic Filter HF-200,mro,1789.9149,1629.3066,2,3258.6132
LI-004359,PO-01142,Safety Gloves Nitrile L,mro,1428.2566,1547.0092,11,17017.1012
LI-004360,PO-01142,Hydraulic Filter HF-200,mro,1421.4545,1229.4713,6,7376.8278
LI-004361,PO-01142,Safety Gloves Nitrile L,mro,1982.2904,1929.9357,6,11579.6142
LI-004362,PO-01143,Wire Brush Set,mro,1275.8733,1143.0887,26,29720.3062
LI-004363,PO-01143,O-Ring Kit Viton,mro,1086.4781,789.6096,28,22109.0688
LI-004364,PO-01144,Wire Brush Set,mro,1507.0269,1497.2259,23,34436.1957
LI-004365,PO-01144,O-Ring Kit Viton,mro,852.0038,836.4071,36,30110.6556
LI-004366,PO-01145,Cleaning Contract Monthly,services,1051.4377,984.4503,5,4922.2515
LI-004367,PO-01145,Equipment Calibration,services,207.178,242.6567,3,727.9701
LI-004368,PO-01145,Preventive Maintenance Visit,services,230.8094,288.4208,6,1730.5248
LI-004369,PO-01145,Courier & Freight Charge,services,440.5227,455.4092,2,910.8184
LI-004370,PO-01145,Technical Training Session,services,732.6603,729.3941,8,5835.1528
LI-004371,PO-01146,Bearing 6205-2RS,mro,799.4149,816.5247,34,27761.8398
LI-004372,PO-01146,V-Belt B68,mro,1647.5949,1558.7848,44,68586.5312
LI-004373,PO-01147,Replacement Seal Kit,mro,1242.139,1427.5107,33,47107.8531
LI-004374,PO-01147,Wire Brush Set,mro,505.4641,553.3137,30,16599.411
LI-004375,PO-01147,Hydraulic Filter HF-200,mro,1579.0683,1812.9643,46,83396.3578
LI-004376,PO-01147,Hydraulic Filter HF-200,mro,1645.2481,1862.3562,47,87530.7414
LI-004377,PO-01147,Bearing 6205-2RS,mro,1281.4549,975.4724,31,30239.6444
LI-004378,PO-01147,Hydraulic Filter HF-200,mro,34.0271,38.7579,5,193.7895
LI-004379,PO-01148,Wire Brush Set,mro,149.0171,142.1224,18,2558.2032
LI-004380,PO-01148,Cutting Disc 4.5in,mro,288.9653,224.7872,23,5170.1056
LI-004381,PO-01149,Packaging Foam Sheet,indirect,1241.7388,1232.795,6,7396.77
LI-004382,PO-01149,First Aid Kit OSHA,indirect,1666.5907,1641.651,13,21341.463
LI-004383,PO-01149,First Aid Kit OSHA,indirect,562.2928,496.2332,13,6451.0316
LI-004384,PO-01149,Janitorial Supply Box,indirect,1239.5224,1223.7606,19,23251.4514
LI-004385,PO-01150,Aluminum Sheet 6061,direct_materials,792.2095,769.0817,341,262256.8597
LI-004386,PO-01150,Copper Tubing 1in,direct_materials,3992.6006,4140.1538,423,1751285.0574
LI-004387,PO-01150,Nylon Pellets 50lb,direct_materials,2201.8213,2217.5254,310,687432.874
LI-004388,PO-01151,Chain Lubricant 1gal,mro,1820.9907,1740.2125,34,59167.225
LI-004389,PO-01151,Cutting Disc 4.5in,mro,822.2285,868.0695,49,42535.4055
LI-004390,PO-01151,Safety Gloves Nitrile L,mro,439.5626,342.2118,17,5817.6006
LI-004391,PO-01151,O-Ring Kit Viton,mro,1008.4693,1060.0288,19,20140.5472
LI-004392,PO-01151,Hydraulic Filter HF-200,mro,699.3558,793.5413,33,26186.8629
LI-004393,PO-01151,Cutting Disc 4.5in,mro,1154.1432,1226.8096,45,55206.432
LI-004394,PO-01152,Chain Lubricant 1gal,mro,477.6004,477.1843,38,18133.0034
LI-004395,PO-01152,O-Ring Kit Viton,mro,218.1449,215.7194,46,9923.0924
LI-004396,PO-01153,Steel Billet Grade A,direct_materials,2991.2009,3089.0071,329,1016283.3359
LI-004397,PO-01153,Titanium Rod 0.5in,direct_materials,2639.319,2760.4966,355,979976.293
LI-004398,PO-01153,Zinc Ingot 99.9%,direct_materials,2130.5491,2102.646,442,929369.532
LI-004399,PO-01153,Steel Billet Grade A,direct_materials,1061.6682,1067.4134,117,124887.3678
LI-004400,PO-01154,Stainless Plate 304,direct_materials,2774.3302,2905.4425,248,720549.74
LI-004401,PO-01154,Brass Fitting 3/4in,direct_materials,325.9909,323.7396,200,64747.92
LI-004402,PO-01154,Brass Fitting 3/4in,direct_materials,564.8997,554.4988,42,23288.9496
LI-004403,PO-01154,Aluminum Sheet 6061,direct_materials,342.2649,336.8881,338,113868.1778
LI-004404,PO-01154,Brass Fitting 3/4in,direct_materials,1509.0522,1466.9425,481,705599.3425
LI-004405,PO-01154,Steel Billet Grade A,direct_materials,2444.232,2355.7488,497,1170807.1536
LI-004406,PO-01155,Nylon Pellets 50lb,direct_materials,2219.0547,2201.8872,205,451386.876
LI-004407,PO-01155,Aluminum Sheet 6061,direct_materials,2578.7471,2568.5642,364,934957.3688
LI-004408,PO-01155,Polypropylene Resin,direct_materials,2090.3968,2068.1784,158,326772.1872
LI-004409,PO-01155,Polypropylene Resin,direct_materials,2069.0326,2012.6635,434,873495.959
LI-004410,PO-01156,Cutting Disc 4.5in,mro,1540.7905,1758.9268,42,73874.9256
LI-004411,PO-01156,Bearing 6205-2RS,mro,1681.2846,1711.3641,23,39361.3743
LI-004412,PO-01156,Cutting Disc 4.5in,mro,745.1613,738.599,19,14033.381
LI-004413,PO-01156,Grease Cartridge EP2,mro,95.2484,99.9864,43,4299.4152
LI-004414,PO-01156,Hydraulic Filter HF-200,mro,606.4362,505.8638,49,24787.3262
LI-004415,PO-01156,O-Ring Kit Viton,mro,710.9215,714.98,33,23594.34
LI-004416,PO-01157,Zinc Ingot 99.9%,direct_materials,627.4296,652.3967,155,101121.4885
LI-004417,PO-01157,Brass Fitting 3/4in,direct_materials,100.6447,104.4402,452,47206.9704
LI-004418,PO-01157,Nylon Pellets 50lb,direct_materials,992.7896,989.1499,223,220580.4277
LI-004419,PO-01157,Carbon Fiber Roll,direct_materials,1048.9755,1011.6927,357,361174.2939
LI-004420,PO-01157,Titanium Rod 0.5in,direct_materials,723.4539,731.7262,472,345374.7664
LI-004421,PO-01157,Zinc Ingot 99.9%,direct_materials,493.2575,501.2188,75,37591.41
LI-004422,PO-01158,Courier & Freight Charge,services,84.1988,70.4841,4,281.9364
LI-004423,PO-01158,Cleaning Contract Monthly,services,903.9494,1101.8679,1,1101.8679
LI-004424,PO-01158,Cleaning Contract Monthly,services,581.6704,596.3055,10,5963.055
LI-004425,PO-01159,Replacement Seal Kit,mro,821.5453,798.1807,9,7183.6263
LI-004426,PO-01159,Wire Brush Set,mro,1635.3093,1684.9672,9,15164.7048
LI-004427,PO-01159,Wire Brush Set,mro,1329.9334,1554.9939,9,13994.9451
LI-004428,PO-01160,Wire Brush Set,mro,383.0788,428.083,44,18835.652
LI-004429,PO-01160,Replacement Seal Kit,mro,1147.4013,1072.0282,12,12864.3384
LI-004430,PO-01160,Grease Cartridge EP2,mro,1976.828,2113.0086,41,86633.3526
LI-004431,PO-01160,Bearing 6205-2RS,mro,1768.1063,1943.7185,40,77748.74
LI-004432,PO-01161,Hydraulic Filter HF-200,mro,154.0083,152.1031,13,1977.3403
LI-004433,PO-01161,Bearing 6205-2RS,mro,239.8774,271.6913,13,3531.9869
LI-004434,PO-01161,Safety Gloves Nitrile L,mro,922.3686,946.0798,45,42573.591
LI-004435,PO-01161,Replacement Seal Kit,mro,37.8926,27.7914,9,250.1226
LI-004436,PO-01161,Bearing 6205-2RS,mro,892.1564,890.7181,12,10688.6172
LI-004437,PO-01161,V-Belt B68,mro,151.716,147.1598,14,2060.2372
LI-004438,PO-01162,Storage Bin Set,indirect,1527.9984,1665.5773,7,11659.0411
LI-004439,PO-01162,PPE Restocking Kit,indirect,225.729,206.825,15,3102.375
LI-004440,PO-01162,Office Supply Bundle,indirect,969.3481,801.7873,12,9621.4476
LI-004441,PO-01163,Consulting Day Rate,services,264.049,284.888,6,1709.328
LI-004442,PO-01163,Preventive Maintenance Visit,services,1280.1125,1161.1406,5,5805.703
LI-004443,PO-01163,Courier & Freight Charge,services,313.5052,365.7305,4,1462.922
LI-004444,PO-01163,Inspection & Audit Service,services,1425.8988,1047.2433,4,4188.9732
LI-004445,PO-01163,Waste Disposal Service,services,818.1613,682.958,8,5463.664
LI-004446,PO-01163,Equipment Calibration,services,1351.2971,1156.9752,3,3470.9256
LI-004447,PO-01164,Cable Ties Assorted,indirect,1075.5566,1183.6633,12,14203.9596
LI-004448,PO-01164,First Aid Kit OSHA,indirect,1354.1916,1393.1149,13,18110.4937
LI-004449,PO-01164,Storage Bin Set,indirect,1210.9243,1271.3292,19,24155.2548
LI-004450,PO-01164,Janitorial Supply Box,indirect,1630.2167,1156.3509,8,9250.8072
LI-004451,PO-01164,PPE Restocking Kit,indirect,896.7062,1010.3657,5,5051.8285
LI-004452,PO-01164,Printer Toner Set,indirect,919.5711,917.4481,7,6422.1367
LI-004453,PO-01165,Polypropylene Resin,direct_materials,2240.0184,2219.4728,332,736864.9696
LI-004454,PO-01165,Steel Billet Grade A,direct_materials,1407.0174,1325.7688,442,585989.8096
LI-004455,PO-01166,Safety Gloves Nitrile L,mro,747.6772,608.8744,38,23137.2272
LI-004456,PO-01166,O-Ring Kit Viton,mro,1341.7989,1419.2122,13,18449.7586
LI-004457,PO-01166,Bearing 6205-2RS,mro,1294.9047,1261.4161,47,59286.5567
LI-004458,PO-01166,Bearing 6205-2RS,mro,812.083,750.638,22,16514.036
LI-004459,PO-01167,Software License Annual,services,279.5401,285.6112,6,1713.6672
LI-004460,PO-01167,Waste Disposal Service,services,1319.9366,1015.5733,8,8124.5864
LI-004461,PO-01167,On-site Repair Service,services,1328.8005,1349.1431,1,1349.1431
LI-004462,PO-01167,Equipment Calibration,services,1690.0235,1761.1681,6,10567.0086
LI-004463,PO-01167,Equipment Calibration,services,1005.4207,1123.6977,4,4494.7908
LI-004464,PO-01167,Cleaning Contract Monthly,services,510.8555,496.893,10,4968.93
LI-004465,PO-01168,Safety Gloves Nitrile L,mro,1539.5152,1673.196,38,63581.448
LI-004466,PO-01168,V-Belt B68,mro,1431.7571,1493.7667,42,62738.2014
LI-004467,PO-01168,Bearing 6205-2RS,mro,694.4252,806.4223,16,12902.7568
LI-004468,PO-01168,O-Ring Kit Viton,mro,428.704,350.9129,4,1403.6516
LI-004469,PO-01168,V-Belt B68,mro,1780.5977,1967.9034,37,72812.4258
LI-004470,PO-01169,Cleaning Contract Monthly,services,998.0072,920.1725,6,5521.035
LI-004471,PO-01169,Inspection & Audit Service,services,590.4677,469.5314,7,3286.7198
LI-004472,PO-01169,Technical Training Session,services,115.3993,126.5765,1,126.5765
LI-004473,PO-01169,Consulting Day Rate,services,534.7568,544.8744,7,3814.1208
LI-004474,PO-01169,Equipment Calibration,services,337.3404,293.4513,7,2054.1591
LI-004475,PO-01169,Cleaning Contract Monthly,services,1359.84,1091.6879,4,4366.7516
LI-004476,PO-01170,Cleaning Contract Monthly,services,430.8764,437.6239,7,3063.3673
LI-004477,PO-01170,Consulting Day Rate,services,459.9743,403.2215,10,4032.215
LI-004478,PO-01171,Cutting Disc 4.5in,mro,1085.1214,1015.846,48,48760.608
LI-004479,PO-01171,V-Belt B68,mro,385.8338,508.5205,4,2034.082
LI-004480,PO-01171,Safety Gloves Nitrile L,mro,1393.1333,1493.0142,47,70171.6674
LI-004481,PO-01171,Replacement Seal Kit,mro,686.0262,592.3292,28,16585.2176
LI-004482,PO-01172,Technical Training Session,services,90.0097,82.4712,1,82.4712
LI-004483,PO-01172,Cleaning Contract Monthly,services,915.3017,691.3782,5,3456.891
LI-004484,PO-01172,Courier & Freight Charge,services,1663.1199,1427.2339,8,11417.8712
LI-004485,PO-01173,V-Belt B68,mro,797.1797,757.2719,3,2271.8157
LI-004486,PO-01173,V-Belt B68,mro,1326.6243,1502.0391,34,51069.3294
LI-004487,PO-01173,V-Belt B68,mro,1961.588,1827.9107,29,53009.4103
LI-004488,PO-01174,Packaging Foam Sheet,indirect,2986.5497,3124.486,17,53116.262
LI-004489,PO-01174,Label Stock 4x6,indirect,1344.295,1206.0746,20,24121.492
LI-004490,PO-01175,Chain Lubricant 1gal,mro,1154.5376,1227.0472,1,1227.0472
LI-004491,PO-01175,V-Belt B68,mro,1182.534,1142.0546,48,54818.6208
LI-004492,PO-01175,Hydraulic Filter HF-200,mro,920.9608,856.6669,23,19703.3387
LI-004493,PO-01175,Cutting Disc 4.5in,mro,28.5573,32.109,39,1252.251
LI-004494,PO-01175,Bearing 6205-2RS,mro,1123.9033,1014.5342,3,3043.6026
LI-004495,PO-01176,Wire Brush Set,mro,49.0106,45.549,39,1776.411
LI-004496,PO-01176,Hydraulic Filter HF-200,mro,1130.1481,965.2087,48,46330.0176
LI-004497,PO-01176,Cutting Disc 4.5in,mro,1090.2713,1143.2345,20,22864.69
LI-004498,PO-01176,V-Belt B68,mro,668.5593,809.0952,41,33172.9032
LI-004499,PO-01176,V-Belt B68,mro,792.6582,761.9046,42,31999.9932
LI-004500,PO-01176,Wire Brush Set,mro,654.7734,580.268,14,8123.752
LI-004501,PO-01177,O-Ring Kit Viton,mro,1119.5898,992.372,13,12900.836
LI-004502,PO-01177,Bearing 6205-2RS,mro,1300.5895,1073.0364,22,23606.8008
LI-004503,PO-01177,O-Ring Kit Viton,mro,1217.058,1204.7423,14,16866.3922
LI-004504,PO-01177,Hydraulic Filter HF-200,mro,279.5278,300.2705,44,13211.902
LI-004505,PO-01177,V-Belt B68,mro,814.2331,730.4706,21,15339.8826
LI-004506,PO-01178,Office Supply Bundle,indirect,1551.4559,1584.6898,9,14262.2082
LI-004507,PO-01178,Printer Toner Set,indirect,2175.148,2131.7132,18,38370.8376
LI-004508,PO-01178,Label Stock 4x6,indirect,1305.8698,911.7975,15,13676.9625
LI-004509,PO-01178,Cable Ties Assorted,indirect,1564.5766,1946.2497,1,1946.2497
LI-004510,PO-01178,Cable Ties Assorted,indirect,2355.7812,2467.0361,6,14802.2166
LI-004511,PO-01179,Grease Cartridge EP2,mro,1595.4573,1565.8943,43,67333.4549
LI-004512,PO-01179,Hydraulic Filter HF-200,mro,780.8536,804.7858,27,21729.2166
LI-004513,PO-01179,V-Belt B68,mro,318.6481,327.0115,5,1635.0575
LI-004514,PO-01179,Chain Lubricant 1gal,mro,1306.7993,1324.5373,49,64902.3277
LI-004515,PO-01180,Bearing 6205-2RS,mro,635.6895,563.1586,11,6194.7446
LI-004516,PO-01180,Grease Cartridge EP2,mro,1199.0696,991.1891,50,49559.455
LI-004517,PO-01180,Cutting Disc 4.5in,mro,466.6693,429.2513,14,6009.5182
LI-004518,PO-01180,Cutting Disc 4.5in,mro,1575.7206,1318.4038,42,55372.9596
LI-004519,PO-01181,Cutting Disc 4.5in,mro,1942.9645,2262.442,33,74660.586
LI-004520,PO-01181,Wire Brush Set,mro,201.6678,216.1659,50,10808.295
LI-004521,PO-01181,O-Ring Kit Viton,mro,643.4776,580.6375,17,9870.8375
LI-004522,PO-01181,Hydraulic Filter HF-200,mro,1579.8311,1710.4953,37,63288.3261
LI-004523,PO-01182,Replacement Seal Kit,mro,382.5502,356.2098,1,356.2098
LI-004524,PO-01182,Cutting Disc 4.5in,mro,969.3668,1137.6268,43,48917.9524
LI-004525,PO-01182,Replacement Seal Kit,mro,91.423,94.2796,44,4148.3024
LI-004526,PO-01182,Grease Cartridge EP2,mro,792.7944,739.2404,36,26612.6544
LI-004527,PO-01182,Bearing 6205-2RS,mro,1491.7689,1292.8317,9,11635.4853
LI-004528,PO-01183,Facility Sign Set,indirect,519.6763,578.8168,7,4051.7176
LI-004529,PO-01183,Label Stock 4x6,indirect,166.4525,154.2374,2,308.4748
LI-004530,PO-01183,Printer Toner Set,indirect,453.4794,552.8491,11,6081.3401
LI-004531,PO-01183,Cable Ties Assorted,indirect,191.1906,191.1346,14,2675.8844
LI-004532,PO-01184,Safety Gloves Nitrile L,mro,202.0587,186.778,39,7284.342
LI-004533,PO-01184,Cutting Disc 4.5in,mro,1801.8425,1809.43,26,47045.18
LI-004534,PO-01184,Hydraulic Filter HF-200,mro,214.6991,206.5586,29,5990.1994
LI-004535,PO-01185,Replacement Seal Kit,mro,1498.5833,1376.4914,3,4129.4742
LI-004536,PO-01185,Hydraulic Filter HF-200,mro,1637.7396,1524.6593,36,54887.7348
LI-004537,PO-01185,Wire Brush Set,mro,1517.5426,1599.3932,37,59177.5484
LI-004538,PO-01185,V-Belt B68,mro,515.8106,559.8215,4,2239.286
LI-004539,PO-01185,Replacement Seal Kit,mro,1546.1743,1910.8938,8,15287.1504
LI-004540,PO-01186,Cutting Disc 4.5in,mro,86.6316,84.099,50,4204.95
LI-004541,PO-01186,Replacement Seal Kit,mro,250.2042,263.4368,15,3951.552
LI-004542,PO-01186,O-Ring Kit Viton,mro,465.2557,516.1399,37,19097.1763
LI-004543,PO-01187,Chain Lubricant 1gal,mro,96.472,120.4662,37,4457.2494
LI-004544,PO-01187,Grease Cartridge EP2,mro,236.8592,274.1668,4,1096.6672
LI-004545,PO-01188,PPE Restocking Kit,indirect,1763.3897,2050.1044,16,32801.6704
LI-004546,PO-01188,Printer Toner Set,indirect,902.2975,669.54,12,8034.48
LI-004547,PO-01188,First Aid Kit OSHA,indirect,1216.2875,1377.5835,15,20663.7525
LI-004548,PO-01189,Hydraulic Filter HF-200,mro,348.5899,314.9559,46,14487.9714
LI-004549,PO-01189,Safety Gloves Nitrile L,mro,489.3633,550.8361,46,25338.4606
LI-004550,PO-01189,O-Ring Kit Viton,mro,1735.6032,1762.2809,33,58155.2697
