receipt_id,po_id,supplier_id,received_date,qty_ordered,qty_received,qty_rejected,on_time,in_full
GR-00805,PO-00879,SUP-031,2024-05-21,106,106,0,True,True
GR-00806,PO-00880,SUP-006,2025-08-19,64,64,0,True,True
GR-00807,PO-00882,SUP-031,2026-01-26,141,141,0,True,True
GR-00808,PO-00884,SUP-007,2024-07-28,18,18,0,True,True
GR-00809,PO-00886,SUP-031,2025-12-18,93,93,0,True,True
GR-00810,PO-00887,SUP-006,2024-06-28,74,74,0,True,True
GR-00811,PO-00888,SUP-031,2024-06-06,156,156,0,True,True
GR-00812,PO-00889,SUP-031,2025-03-27,114,114,0,True,True
GR-00813,PO-00890,SUP-039,2025-10-18,86,86,0,True,True
GR-00814,PO-00891,SUP-001,2025-02-25,58,58,0,True,True
GR-00815,PO-00892,SUP-037,2024-07-31,565,565,0,True,True
GR-00816,PO-00893,SUP-032,2024-09-16,26,26,0,True,True
GR-00817,PO-00896,SUP-031,2024-02-26,91,91,0,True,True
GR-00818,PO-00897,SUP-033,2025-02-20,752,752,0,True,True
GR-00819,PO-00898,SUP-035,2025-06-17,70,70,0,True,True
GR-00820,PO-00899,SUP-041,2025-04-27,736,736,0,True,True
GR-00821,PO-00900,SUP-031,2024-11-17,219,219,0,True,True
GR-00822,PO-00901,SUP-039,2026-02-05,96,96,0,True,True
GR-00823,PO-00902,SUP-009,2024-01-21,1280,1280,0,True,True
GR-00824,PO-00903,SUP-028,2025-04-08,165,165,0,True,True
GR-00825,PO-00904,SUP-006,2024-05-11,129,129,0,True,True
GR-00826,PO-00906,SUP-045,2024-04-29,620,620,0,True,True
GR-00827,PO-00907,SUP-031,2024-07-07,56,56,0,True,True
GR-00828,PO-00908,SUP-026,2024-03-10,27,27,0,True,True
GR-00829,PO-00909,SUP-006,2025-01-09,179,179,0,True,True
GR-00830,PO-00911,SUP-019,2024-08-23,8,8,0,True,True
GR-00831,PO-00912,SUP-031,2025-08-09,56,56,0,True,True
GR-00832,PO-00913,SUP-012,2025-01-15,25,25,0,True,True
GR-00833,PO-00914,SUP-006,2025-02-26,100,100,0,True,True
GR-00834,PO-00915,SUP-037,2024-04-04,536,469,0,False,False
GR-00835,PO-00917,SUP-044,2025-02-11,148,148,0,False,True
GR-00836,PO-00918,SUP-032,2026-02-09,26,26,0,True,True
GR-00837,PO-00921,SUP-009,2025-01-30,712,712,0,True,True
GR-00838,PO-00922,SUP-019,2024-07-31,33,33,0,True,True
GR-00839,PO-00923,SUP-006,2024-01-16,126,126,0,True,True
GR-00840,PO-00924,SUP-030,2025-05-07,524,326,0,True,False
GR-00841,PO-00925,SUP-021,2024-11-03,135,135,0,True,True
GR-00842,PO-00926,SUP-009,2024-07-24,1336,1336,0,True,True
GR-00843,PO-00927,SUP-009,2025-12-18,1461,1461,0,True,True
GR-00844,PO-00928,SUP-030,2024-12-11,959,959,0,True,True
GR-00845,PO-00929,SUP-050,2024-04-18,7,7,0,True,True
GR-00846,PO-00930,SUP-031,2025-01-15,66,66,0,True,True
GR-00847,PO-00931,SUP-031,2025-02-20,123,97,0,False,False
GR-00848,PO-00932,SUP-031,2024-09-12,37,37,0,True,True
GR-00849,PO-00933,SUP-014,2024-07-19,72,72,0,True,True
GR-00850,PO-00934,SUP-025,2024-07-02,113,113,0,True,True
GR-00851,PO-00935,SUP-030,2024-02-18,1184,1184,0,True,True
GR-00852,PO-00936,SUP-006,2024-09-14,175,175,0,True,True
GR-00853,PO-00937,SUP-029,2025-09-19,18,18,0,True,True
GR-00854,PO-00938,SUP-019,2025-06-30,18,18,0,True,True
GR-00855,PO-00939,SUP-048,2025-02-09,31,31,0,True,True
GR-00856,PO-00942,SUP-031,2024-11-07,158,158,0,True,True
GR-00857,PO-00943,SUP-046,2024-12-17,490,401,0,True,False
GR-00858,PO-00944,SUP-006,2025-07-14,118,107,0,False,False
GR-00859,PO-00945,SUP-031,2025-11-07,70,70,0,True,True
GR-00860,PO-00947,SUP-031,2024-08-31,14,14,0,True,True
GR-00861,PO-00950,SUP-006,2025-11-25,175,175,0,True,True
GR-00862,PO-00951,SUP-006,2025-04-20,17,17,0,True,True
GR-00863,PO-00952,SUP-007,2024-04-09,17,17,0,True,True
GR-00864,PO-00953,SUP-002,2024-04-10,171,171,0,False,True
GR-00865,PO-00954,SUP-009,2025-09-21,1168,1168,0,True,True
GR-00866,PO-00955,SUP-026,2025-11-16,27,27,0,True,True
GR-00867,PO-00956,SUP-021,2024-09-17,149,149,0,True,True
GR-00868,PO-00957,SUP-031,2026-01-21,98,98,0,True,True
GR-00869,PO-00959,SUP-043,2024-09-26,2087,2087,0,True,True
GR-00870,PO-00960,SUP-018,2024-10-09,15,15,0,True,True
GR-00871,PO-00961,SUP-031,2024-09-24,96,96,0,True,True
GR-00872,PO-00962,SUP-001,2025-08-09,76,76,0,True,True
GR-00873,PO-00963,SUP-001,2025-01-11,35,24,0,False,False
GR-00874,PO-00964,SUP-006,2024-11-10,141,141,3,True,True
GR-00875,PO-00965,SUP-035,2024-06-22,144,144,0,True,True
GR-00876,PO-00967,SUP-031,2024-09-10,145,145,0,True,True
GR-00877,PO-00968,SUP-007,2025-07-24,29,29,0,True,True
GR-00878,PO-00969,SUP-016,2024-04-17,1872,1743,0,True,False
GR-00879,PO-00970,SUP-035,2024-08-08,125,125,0,True,True
GR-00880,PO-00971,SUP-031,2025-02-26,101,101,0,True,True
GR-00881,PO-00972,SUP-044,2025-04-25,105,105,0,True,True
GR-00882,PO-00973,SUP-007,2026-01-08,28,28,0,True,True
GR-00883,PO-00974,SUP-031,2024-12-26,34,34,0,True,True
GR-00884,PO-00975,SUP-031,2024-12-07,106,106,0,True,True
GR-00885,PO-00976,SUP-039,2025-05-14,90,66,0,True,False
GR-00886,PO-00977,SUP-031,2026-01-10,131,131,0,False,True
GR-00887,PO-00978,SUP-037,2025-02-16,470,346,0,False,False
GR-00888,PO-00979,SUP-031,2025-03-07,102,102,0,True,True
GR-00889,PO-00980,SUP-049,2025-08-31,1624,1624,0,True,True
GR-00890,PO-00981,SUP-031,2025-09-06,132,132,0,True,True
GR-00891,PO-00982,SUP-031,2026-01-16,140,140,0,True,True
GR-00892,PO-00983,SUP-031,2025-10-04,100,100,0,True,True
GR-00893,PO-00984,SUP-008,2025-10-19,4,4,0,True,True
GR-00894,PO-00985,SUP-009,2026-02-10,801,801,0,True,True
GR-00895,PO-00986,SUP-029,2024-02-27,19,19,0,True,True
GR-00896,PO-00987,SUP-031,2025-05-26,118,118,0,True,True
GR-00897,PO-00988,SUP-009,2024-08-25,1303,1303,0,True,True
GR-00898,PO-00989,SUP-031,2025-11-14,113,113,0,True,True
GR-00899,PO-00990,SUP-034,2024-12-15,36,36,0,True,True
GR-00900,PO-00991,SUP-031,2025-11-12,87,87,0,True,True
GR-00901,PO-00992,SUP-013,2024-04-04,1135,1135,0,True,True
GR-00902,PO-00993,SUP-050,2026-01-30,69,69,0,True,True
GR-00903,PO-00994,SUP-032,2025-07-20,35,35,0,True,True
GR-00904,PO-00995,SUP-030,2025-08-17,335,335,0,True,True
GR-00905,PO-00996,SUP-042,2024-10-16,77,77,0,False,True
GR-00906,PO-00997,SUP-039,2025-06-23,42,42,0,True,True
GR-00907,PO-00998,SUP-006,2024-09-16,129,129,0,True,True
GR-00908,PO-00999,SUP-006,2025-10-20,234,234,0,True,True
GR-00909,PO-01000,SUP-031,2024-06-19,99,99,0,True,True
GR-00910,PO-01001,SUP-021,2024-01-26,91,91,0,True,True
GR-00911,PO-01002,SUP-001,2024-09-16,71,71,0,True,True
GR-00912,PO-01003,SUP-031,2025-12-27,32,32,0,True,True
GR-00913,PO-01004,SUP-031,2025-06-16,175,175,0,True,True
GR-00914,PO-01005,SUP-050,2024-01-20,24,24,0,True,True
GR-00915,PO-01006,SUP-007,2025-10-14,8,8,0,True,True
GR-00916,PO-01008,SUP-031,2024-07-08,58,58,0,True,True
GR-00917,PO-01009,SUP-009,2024-06-11,416,416,0,True,True
GR-00918,PO-01010,SUP-009,2024-10-03,1071,1071,0,True,True
GR-00919,PO-01011,SUP-031,2024-08-23,37,37,0,True,True
GR-00920,PO-01012,SUP-031,2024-12-05,171,171,0,True,True
GR-00921,PO-01014,SUP-034,2024-11-27,46,46,0,True,True
GR-00922,PO-01015,SUP-031,2024-03-31,86,86,0,True,True
GR-00923,PO-01016,SUP-009,2025-02-16,372,372,0,True,True
GR-00924,PO-01018,SUP-031,2025-07-06,80,80,0,True,True
GR-00925,PO-01019,SUP-009,2024-12-11,700,700,0,True,True
GR-00926,PO-01020,SUP-019,2024-06-04,14,14,0,True,True
GR-00927,PO-01021,SUP-029,2024-05-05,31,31,0,True,True
GR-00928,PO-01022,SUP-021,2024-12-01,168,168,0,True,True
GR-00929,PO-01023,SUP-035,2024-03-11,107,107,0,True,True
GR-00930,PO-01024,SUP-041,2024-07-13,1614,1394,0,True,False
GR-00931,PO-01025,SUP-028,2026-02-18,53,53,0,True,True
GR-00932,PO-01027,SUP-002,2025-01-18,149,149,0,False,True
GR-00933,PO-01028,SUP-006,2024-05-25,52,52,0,True,True
GR-00934,PO-01029,SUP-009,2024-12-24,942,942,0,True,True
GR-00935,PO-01030,SUP-031,2024-11-10,38,38,0,True,True
GR-00936,PO-01031,SUP-047,2024-07-15,2111,2111,0,True,True
GR-00937,PO-01032,SUP-031,2024-02-27,47,47,0,True,True
GR-00938,PO-01034,SUP-031,2025-07-24,23,23,0,True,True
GR-00939,PO-01035,SUP-031,2025-01-29,73,73,0,True,True
GR-00940,PO-01036,SUP-050,2024-09-05,62,62,0,True,True
GR-00941,PO-01038,SUP-009,2025-02-14,1032,1032,0,True,True
GR-00942,PO-01039,SUP-035,2024-10-07,24,24,0,True,True
GR-00943,PO-01040,SUP-019,2024-02-18,21,21,0,True,True
GR-00944,PO-01041,SUP-001,2025-08-06,51,51,0,True,True
GR-00945,PO-01042,SUP-006,2025-09-17,193,193,0,True,True
GR-00946,PO-01043,SUP-006,2024-06-24,124,124,0,True,True
GR-00947,PO-01044,SUP-039,2024-07-22,203,203,0,True,True
GR-00948,PO-01045,SUP-031,2024-11-14,41,41,0,True,True
GR-00949,PO-01046,SUP-031,2025-04-24,103,103,0,True,True
GR-00950,PO-01047,SUP-050,2024-08-28,58,58,0,True,True
GR-00951,PO-01048,SUP-045,2025-11-30,896,896,0,True,True
GR-00952,PO-01050,SUP-028,2025-11-13,118,118,0,True,True
GR-00953,PO-01051,SUP-019,2026-01-07,30,30,0,True,True
GR-00954,PO-01052,SUP-019,2024-12-20,43,43,0,True,True
GR-00955,PO-01053,SUP-031,2025-03-20,83,83,0,True,True
GR-00956,PO-01054,SUP-050,2024-06-29,44,44,0,True,True
GR-00957,PO-01055,SUP-031,2024-09-25,21,21,0,True,True
GR-00958,PO-01056,SUP-018,2025-09-04,46,46,0,True,True
GR-00959,PO-01057,SUP-031,2024-05-16,108,108,0,True,True
GR-00960,PO-01058,SUP-031,2026-02-04,73,73,0,True,True
GR-00961,PO-01059,SUP-045,2025-11-02,1073,1073,0,True,True
GR-00962,PO-01060,SUP-043,2025-10-03,1476,1476,0,True,True
GR-00963,PO-01061,SUP-007,2025-07-19,29,29,0,True,True
GR-00964,PO-01062,SUP-031,2024-08-28,144,144,0,True,True
GR-00965,PO-01063,SUP-050,2025-02-08,18,18,0,True,True
GR-00966,PO-01064,SUP-007,2025-04-20,5,5,0,True,True
GR-00967,PO-01066,SUP-031,2025-04-14,141,141,0,True,True
GR-00968,PO-01067,SUP-019,2025-03-13,34,34,0,True,True
GR-00969,PO-01068,SUP-027,2024-05-29,15,15,1,True,True
GR-00970,PO-01069,SUP-042,2025-03-17,74,74,0,True,True
GR-00971,PO-01070,SUP-006,2024-01-13,105,105,0,True,True
GR-00972,PO-01071,SUP-007,2025-01-06,12,12,0,True,True
GR-00973,PO-01072,SUP-029,2024-07-20,15,11,0,True,False
GR-00974,PO-01073,SUP-009,2024-06-11,461,461,0,True,True
GR-00975,PO-01074,SUP-040,2025-06-17,805,805,0,True,True
GR-00976,PO-01075,SUP-009,2024-02-09,294,294,0,True,True
GR-00977,PO-01076,SUP-039,2024-08-19,27,27,0,True,True
GR-00978,PO-01077,SUP-006,2025-01-23,135,135,0,True,True
GR-00979,PO-01078,SUP-007,2024-03-06,15,15,0,True,True
GR-00980,PO-01079,SUP-006,2024-05-22,86,86,0,True,True
GR-00981,PO-01080,SUP-006,2025-04-15,138,138,0,True,True
GR-00982,PO-01081,SUP-031,2024-10-06,144,144,0,True,True
GR-00983,PO-01082,SUP-001,2025-07-24,16,16,0,True,True
GR-00984,PO-01083,SUP-037,2025-05-23,1461,1461,0,True,True
GR-00985,PO-01084,SUP-013,2024-05-24,922,555,0,False,False
GR-00986,PO-01086,SUP-013,2026-03-12,358,358,0,True,True
GR-00987,PO-01087,SUP-024,2025-07-15,203,203,0,True,True
GR-00988,PO-01088,SUP-045,2025-08-27,1612,1612,0,True,True
GR-00989,PO-01091,SUP-006,2024-08-13,87,87,0,True,True
GR-00990,PO-01092,SUP-031,2024-11-17,47,47,0,True,True
GR-00991,PO-01093,SUP-027,2026-01-01,18,18,0,True,True
GR-00992,PO-01094,SUP-031,2026-01-30,97,97,0,True,True
GR-00993,PO-01095,SUP-021,2025-05-25,67,67,0,True,True
GR-00994,PO-01096,SUP-015,2024-06-09,24,24,0,True,True
GR-00995,PO-01097,SUP-001,2024-12-24,38,38,0,True,True
GR-00996,PO-01098,SUP-020,2024-05-12,116,116,0,True,True
GR-00997,PO-01100,SUP-021,2025-01-20,95,95,0,True,True
GR-00998,PO-01101,SUP-037,2025-11-23,645,645,0,True,True
GR-00999,PO-01102,SUP-026,2025-09-29,21,21,0,True,True
GR-01000,PO-01103,SUP-036,2024-10-14,20,20,0,False,True
GR-01001,PO-01104,SUP-020,2024-09-06,58,58,0,True,True
GR-01002,PO-01105,SUP-028,2025-09-02,109,109,0,True,True
GR-01003,PO-01106,SUP-031,2025-11-29,189,189,0,True,True
GR-01004,PO-01107,SUP-008,2024-07-30,32,23,0,False,False
GR-01005,PO-01108,SUP-007,2025-11-01,24,24,0,True,True
GR-01006,PO-01109,SUP-006,2025-05-10,63,41,0,True,False
GR-01007,PO-01110,SUP-031,2025-04-28,91,91,0,True,True
GR-01008,PO-01111,SUP-006,2024-07-21,74,74,0,True,True
GR-01009,PO-01112,SUP-001,2024-08-08,53,53,0,True,True
GR-01010,PO-01113,SUP-048,2024-04-30,29,19,0,True,False
GR-01011,PO-01115,SUP-034,2024-11-03,43,43,0,False,True
GR-01012,PO-01116,SUP-031,2024-12-10,30,30,0,True,True
GR-01013,PO-01117,SUP-031,2025-10-27,61,61,0,True,True
GR-01014,PO-01118,SUP-006,2024-11-09,56,56,0,True,True
GR-01015,PO-01119,SUP-021,2025-12-31,66,66,0,True,True
GR-01016,PO-01120,SUP-031,2025-09-18,70,70,0,True,True
GR-01017,PO-01121,SUP-015,2025-09-20,4,4,0,True,True
GR-01018,PO-01122,SUP-025,2024-12-20,73,46,0,True,False
GR-01019,PO-01123,SUP-009,2024-03-11,1306,1306,0,True,True
GR-01020,PO-01124,SUP-024,2024-10-23,76,76,0,True,True
GR-01021,PO-01125,SUP-006,2024-03-14,48,48,0,True,True
GR-01022,PO-01126,SUP-031,2024-09-01,97,97,0,True,True
GR-01023,PO-01127,SUP-026,2024-02-06,11,11,0,True,True
GR-01024,PO-01128,SUP-041,2024-04-14,1594,1239,0,False,False
GR-01025,PO-01129,SUP-001,2025-02-22,69,69,0,True,True
GR-01026,PO-01130,SUP-009,2024-07-28,1312,1312,0,True,True
GR-01027,PO-01131,SUP-001,2025-06-25,39,39,0,True,True
GR-01028,PO-01132,SUP-004,2025-04-22,1572,1572,0,True,True
GR-01029,PO-01133,SUP-043,2024-08-05,1294,1294,0,True,True
GR-01030,PO-01134,SUP-035,2024-07-23,39,39,0,True,True
GR-01031,PO-01135,SUP-001,2025-06-26,69,69,0,True,True
GR-01032,PO-01137,SUP-011,2025-11-25,42,42,0,True,True
GR-01033,PO-01138,SUP-006,2025-11-11,56,46,0,False,False
GR-01034,PO-01139,SUP-042,2025-12-19,111,111,0,True,True
GR-01035,PO-01140,SUP-021,2025-08-04,132,132,0,True,True
GR-01036,PO-01141,SUP-006,2025-04-28,119,119,0,True,True
GR-01037,PO-01142,SUP-031,2024-09-11,87,87,0,True,True
GR-01038,PO-01143,SUP-031,2025-02-16,54,54,0,True,True
GR-01039,PO-01144,SUP-031,2025-06-04,59,59,0,True,True
GR-01040,PO-01145,SUP-026,2025-01-21,24,24,0,True,True
GR-01041,PO-01146,SUP-031,2025-03-10,78,78,0,True,True
GR-01042,PO-01147,SUP-035,2026-02-12,192,192,0,False,True
GR-01043,PO-01148,SUP-031,2025-02-21,41,41,0,True,True
GR-01044,PO-01149,SUP-010,2024-04-27,51,51,0,True,True
GR-01045,PO-01150,SUP-009,2024-12-27,1074,1074,0,True,True
GR-01046,PO-01151,SUP-006,2024-10-22,197,197,0,True,True
GR-01047,PO-01152,SUP-031,2025-10-08,84,84,0,True,True
GR-01048,PO-01153,SUP-037,2026-02-03,1243,1243,0,True,True
GR-01049,PO-01154,SUP-046,2024-04-13,1806,1806,44,True,True
GR-01050,PO-01156,SUP-031,2025-05-09,209,209,0,True,True
GR-01051,PO-01157,SUP-013,2025-04-05,1734,1734,0,True,True
GR-01052,PO-01158,SUP-018,2024-08-21,15,15,0,True,True
GR-01053,PO-01159,SUP-035,2025-04-05,27,27,0,True,True
GR-01054,PO-01160,SUP-006,2024-10-23,137,137,0,True,True
GR-01055,PO-01161,SUP-024,2024-10-28,106,106,0,True,True
GR-01056,PO-01162,SUP-032,2024-03-09,34,34,0,True,True
GR-01057,PO-01163,SUP-007,2025-01-10,30,30,0,True,True
GR-01058,PO-01164,SUP-011,2025-03-02,64,64,0,True,True
GR-01059,PO-01165,SUP-045,2025-12-26,774,774,0,True,True
GR-01060,PO-01167,SUP-019,2024-08-30,35,35,0,True,True
GR-01061,PO-01168,SUP-031,2024-04-27,137,137,0,True,True
GR-01062,PO-01169,SUP-007,2025-08-02,32,32,0,True,True
GR-01063,PO-01170,SUP-012,2024-08-03,17,13,1,False,False
GR-01064,PO-01171,SUP-031,2025-05-26,127,127,0,True,True
GR-01065,PO-01172,SUP-007,2025-09-26,14,14,0,True,True
GR-01066,PO-01173,SUP-031,2024-06-17,66,66,0,True,True
GR-01067,PO-01175,SUP-002,2025-10-31,114,114,0,True,True
GR-01068,PO-01176,SUP-002,2025-05-18,204,204,0,True,True
GR-01069,PO-01177,SUP-031,2026-02-01,114,114,0,True,True
GR-01070,PO-01178,SUP-001,2025-10-20,49,49,0,True,True
GR-01071,PO-01179,SUP-006,2025-11-09,124,124,0,True,True
GR-01072,PO-01181,SUP-031,2024-01-14,137,137,0,True,True
GR-01073,PO-01182,SUP-031,2024-10-18,133,133,0,True,True
GR-01074,PO-01183,SUP-034,2024-02-24,34,34,0,True,True
GR-01075,PO-01184,SUP-031,2025-05-30,94,94,0,True,True
GR-01076,PO-01185,SUP-006,2024-04-14,88,88,0,True,True
GR-01077,PO-01186,SUP-039,2025-11-27,102,102,0,False,True
GR-01078,PO-01187,SUP-028,2024-11-27,41,41,0,True,True
GR-01079,PO-01188,SUP-001,2025-06-17,43,43,0,True,True
GR-01080,PO-01189,SUP-006,2026-02-14,163,163,0,True,True
GR-01081,PO-01190,SUP-011,2025-04-09,25,25,0,True,True
GR-01082,PO-01191,SUP-031,2025-11-10,170,170,0,True,True
GR-01083,PO-01192,SUP-006,2024-07-28,68,68,0,True,True
GR-01084,PO-01193,SUP-039,2025-12-15,27,27,0,True,True
GR-01085,PO-01194,SUP-001,2025-01-23,44,44,0,True,True
GR-01086,PO-01195,SUP-035,2025-03-22,141,141,0,True,True
GR-01087,PO-01196,SUP-019,2025-10-27,41,41,0,True,True
GR-01088,PO-01197,SUP-001,2024-10-27,25,20,0,True,False
GR-01089,PO-01198,SUP-009,2024-11-14,737,737,0,True,True
GR-01090,PO-01199,SUP-009,2026-01-18,1136,1136,0,True,True
GR-01091,PO-01200,SUP-031,2025-03-31,116,116,0,True,True
GR-01092,PO-01201,SUP-009,2025-03-25,1440,1440,0,True,True
GR-01093,PO-01202,SUP-025,2025-09-10,89,89,0,True,True
GR-01094,PO-01203,SUP-003,2026-02-11,25,25,0,True,True
GR-01095,PO-01204,SUP-031,2024-10-03,29,29,0,True,True
GR-01096,PO-01205,SUP-006,2025-03-10,101,101,0,True,True
GR-01097,PO-01206,SUP-031,2025-04-30,134,134,0,True,True
GR-01098,PO-01207,SUP-006,2025-12-26,48,48,0,True,True
GR-01099,PO-01208,SUP-021,2025-07-10,118,118,0,True,True
GR-01100,PO-01209,SUP-006,2025-02-01,56,56,0,True,True
GR-01101,PO-01210,SUP-036,2025-01-24,14,14,0,True,True
GR-01102,PO-01211,SUP-031,2025-02-25,81,81,0,True,True
GR-01103,PO-01212,SUP-031,2025-06-18,88,88,0,True,True
GR-01104,PO-01213,SUP-021,2024-05-31,114,114,0,True,True
GR-01105,PO-01214,SUP-027,2025-11-23,26,26,0,True,True
GR-01106,PO-01215,SUP-031,2025-03-23,103,81,0,False,False
GR-01107,PO-01216,SUP-031,2025-04-15,72,72,0,True,True
GR-01108,PO-01217,SUP-006,2024-02-20,67,67,0,True,True
GR-01109,PO-01218,SUP-001,2026-01-23,28,28,0,True,True
GR-01110,PO-01219,SUP-006,2026-01-19,111,111,0,True,True
GR-01111,PO-01220,SUP-042,2025-11-11,147,147,0,True,True
GR-01112,PO-01221,SUP-040,2025-09-23,1046,1046,0,True,True
GR-01113,PO-01222,SUP-031,2025-08-10,19,19,0,True,True
GR-01114,PO-01223,SUP-006,2025-05-03,53,53,0,True,True
GR-01115,PO-01224,SUP-005,2025-01-23,20,20,1,True,True
GR-01116,PO-01225,SUP-031,2026-02-15,132,132,0,True,True
GR-01117,PO-01226,SUP-043,2025-04-07,940,940,0,False,True
GR-01118,PO-01227,SUP-006,2025-12-19,57,57,0,True,True
GR-01119,PO-01228,SUP-031,2025-02-18,145,145,0,True,True
GR-01120,PO-01229,SUP-019,2025-12-01,19,14,0,True,False
GR-01121,PO-01230,SUP-006,2024-06-18,116,116,0,True,True
GR-01122,PO-01231,SUP-021,2024-11-24,92,92,0,True,True
GR-01123,PO-01232,SUP-006,2024-04-05,175,175,0,True,True
GR-01124,PO-01233,SUP-019,2025-03-16,24,24,0,True,True
GR-01125,PO-01234,SUP-031,2024-11-27,44,44,0,True,True
GR-01126,PO-01235,SUP-035,2025-01-28,137,137,0,True,True
GR-01127,PO-01236,SUP-021,2024-12-01,131,131,0,True,True
GR-01128,PO-01237,SUP-009,2025-10-24,779,779,0,True,True
GR-01129,PO-01238,SUP-031,2025-02-06,95,95,0,True,True
GR-01130,PO-01239,SUP-006,2024-08-01,116,116,0,True,True
GR-01131,PO-01240,SUP-049,2025-03-12,392,392,0,True,True
GR-01132,PO-01241,SUP-007,2025-12-19,21,21,0,True,True
GR-01133,PO-01242,SUP-013,2025-05-25,730,730,0,False,True
GR-01134,PO-01243,SUP-031,2025-07-17,87,87,0,True,True
GR-01135,PO-01244,SUP-031,2024-03-26,99,99,0,True,True
GR-01136,PO-01245,SUP-009,2024-05-12,1739,1739,0,True,True
GR-01137,PO-01246,SUP-031,2024-09-18,15,15,0,True,True
GR-01138,PO-01247,SUP-031,2025-11-13,90,90,0,True,True
GR-01139,PO-01248,SUP-006,2026-01-05,64,64,0,True,True
GR-01140,PO-01249,SUP-009,2025-06-02,1857,1857,0,True,True
GR-01141,PO-01250,SUP-031,2025-01-05,78,78,0,True,True
GR-01142,PO-01251,SUP-031,2024-07-28,180,180,0,True,True
GR-01143,PO-01252,SUP-021,2025-01-26,56,56,0,True,True
GR-01144,PO-01253,SUP-024,2025-11-14,72,72,0,True,True
GR-01145,PO-01254,SUP-039,2025-06-26,37,37,0,True,True
GR-01146,PO-01255,SUP-019,2025-04-09,18,18,0,True,True
GR-01147,PO-01256,SUP-040,2025-09-02,1373,1373,0,True,True
GR-01148,PO-01257,SUP-026,2024-06-23,16,16,0,True,True
GR-01149,PO-01258,SUP-029,2025-04-25,6,5,0,False,False
GR-01150,PO-01259,SUP-007,2025-04-02,16,16,0,True,True
GR-01151,PO-01260,SUP-009,2024-04-07,827,827,0,True,True
GR-01152,PO-01261,SUP-021,2024-09-11,167,167,0,True,True
GR-01153,PO-01262,SUP-017,2024-05-28,24,24,0,False,True
GR-01154,PO-01263,SUP-009,2025-01-10,901,901,0,True,True
GR-01155,PO-01264,SUP-029,2025-04-04,14,14,0,True,True
GR-01156,PO-01265,SUP-009,2025-01-27,548,548,0,True,True
GR-01157,PO-01266,SUP-031,2025-10-25,88,88,0,True,True
GR-01158,PO-01268,SUP-001,2025-06-05,56,56,0,True,True
GR-01159,PO-01269,SUP-015,2025-11-01,13,13,0,True,True
GR-01160,PO-01270,SUP-021,2024-01-30,49,49,0,True,True
GR-01161,PO-01271,SUP-031,2025-08-02,227,227,0,False,True
GR-01162,PO-01272,SUP-009,2024-08-07,606,606,0,True,True
GR-01163,PO-01273,SUP-009,2024-10-15,1529,1529,0,True,True
GR-01164,PO-01274,SUP-006,2024-11-01,169,169,0,True,True
GR-01165,PO-01276,SUP-031,2024-04-04,46,46,0,True,True
GR-01166,PO-01277,SUP-026,2025-04-20,18,18,0,True,True
GR-01167,PO-01278,SUP-007,2024-02-05,33,33,0,True,True
GR-01168,PO-01279,SUP-031,2026-02-14,88,70,0,False,False
GR-01169,PO-01280,SUP-031,2025-12-02,177,177,0,True,True
GR-01170,PO-01281,SUP-015,2024-11-07,36,36,0,True,True
GR-01171,PO-01282,SUP-006,2025-07-31,25,25,0,True,True
GR-01172,PO-01283,SUP-001,2025-06-07,43,43,0,True,True
GR-01173,PO-01284,SUP-036,2026-02-25,15,15,1,True,True
GR-01174,PO-01285,SUP-035,2025-01-03,150,150,0,True,True
GR-01175,PO-01286,SUP-021,2024-11-28,101,101,0,True,True
GR-01176,PO-01287,SUP-031,2024-10-05,170,170,0,True,True
GR-01177,PO-01288,SUP-019,2025-02-08,21,21,0,True,True
GR-01178,PO-01290,SUP-024,2024-12-02,224,224,0,True,True
GR-01179,PO-01292,SUP-015,2025-09-18,30,30,0,True,True
GR-01180,PO-01293,SUP-050,2026-02-04,20,20,0,True,True
GR-01181,PO-01294,SUP-031,2025-12-06,118,118,0,True,True
GR-01182,PO-01295,SUP-007,2024-10-09,21,21,0,True,True
GR-01183,PO-01296,SUP-009,2024-05-11,1060,1060,0,True,True
GR-01184,PO-01297,SUP-006,2024-02-02,116,116,0,True,True
GR-01185,PO-01298,SUP-050,2024-05-16,17,17,0,True,True
GR-01186,PO-01300,SUP-021,2025-06-16,103,103,0,True,True
GR-01187,PO-01301,SUP-010,2025-11-17,41,41,0,True,True
GR-01188,PO-01302,SUP-016,2024-04-20,2045,1720,0,True,False
GR-01189,PO-01303,SUP-032,2025-01-03,31,31,0,True,True
GR-01190,PO-01304,SUP-006,2025-07-17,94,94,0,True,True
GR-01191,PO-01306,SUP-050,2024-03-17,62,62,0,True,True
GR-01192,PO-01307,SUP-031,2025-04-03,169,169,0,True,True
GR-01193,PO-01308,SUP-031,2025-03-28,55,48,0,True,False
GR-01194,PO-01309,SUP-006,2026-01-14,85,85,0,True,True
GR-01195,PO-01310,SUP-029,2025-12-26,26,26,0,True,True
GR-01196,PO-01311,SUP-001,2025-08-11,53,53,0,True,True
GR-01197,PO-01312,SUP-040,2025-12-05,1061,1061,0,True,True
GR-01198,PO-01313,SUP-031,2024-08-11,121,121,0,True,True
GR-01199,PO-01314,SUP-043,2024-10-27,1499,1499,0,True,True
GR-01200,PO-01315,SUP-031,2024-05-25,54,54,0,True,True
