po_id,supplier_id,business_unit,category,po_date,expected_delivery_date,total_value,payment_terms,status
PO-00605,SUP-029,it,services,2025-03-01,2025-03-15,10838.52,net_60,closed
PO-00606,SUP-031,manufacturing,mro,2025-02-22,2025-03-06,132094.66,net_60,closed
PO-00607,SUP-021,manufacturing,mro,2024-08-18,2024-08-25,113829.07,net_30,closed
PO-00608,SUP-031,it,mro,2025-07-13,2025-07-20,19540.65,net_30,closed
PO-00609,SUP-009,manufacturing,direct_materials,2025-04-08,2025-04-20,5443766.87,net_60,closed
PO-00610,SUP-007,manufacturing,services,2025-02-02,2025-02-13,13974.72,net_90,closed
PO-00611,SUP-021,manufacturing,mro,2024-08-08,2024-08-15,122388.4,net_60,closed
PO-00612,SUP-036,facilities,services,2025-04-19,2025-05-15,5612.68,net_30,closed
PO-00613,SUP-031,manufacturing,mro,2024-02-25,2024-03-07,116481.08,net_90,closed
PO-00614,SUP-035,logistics,mro,2025-01-13,2025-01-24,169749.96,net_30,closed
PO-00615,SUP-013,corporate,direct_materials,2024-03-23,2024-04-30,151742.64,net_30,closed
PO-00616,SUP-031,manufacturing,mro,2025-03-20,2025-03-27,46746.59,net_60,closed
PO-00617,SUP-009,manufacturing,direct_materials,2025-02-16,2025-02-24,2811503.57,net_60,closed
PO-00618,SUP-001,logistics,indirect,2025-11-26,2025-12-07,31937.41,net_60,closed
PO-00619,SUP-031,corporate,mro,2026-02-17,2026-03-01,112790.13,net_30,open
PO-00620,SUP-031,manufacturing,mro,2024-05-08,2024-05-17,112084.28,net_30,closed
PO-00621,SUP-006,manufacturing,mro,2025-09-01,2025-09-11,58589.28,net_60,closed
PO-00622,SUP-009,manufacturing,direct_materials,2024-05-04,2024-05-16,3589086.43,net_60,closed
PO-00623,SUP-006,manufacturing,mro,2025-10-28,2025-11-07,75408.64,net_60,closed
PO-00624,SUP-018,manufacturing,services,2024-06-14,2024-06-29,6950.82,net_30,closed
PO-00625,SUP-031,facilities,mro,2025-08-04,2025-08-18,148187.55,net_60,closed
PO-00626,SUP-018,manufacturing,services,2024-03-03,2024-03-29,11331.86,net_30,closed
PO-00627,SUP-006,it,mro,2026-03-06,2026-03-16,116136.87,net_30,open
PO-00628,SUP-009,manufacturing,direct_materials,2025-07-28,2025-08-06,3527191.09,net_60,closed
PO-00629,SUP-006,logistics,mro,2025-10-30,2025-11-06,112516.97,net_30,closed
PO-00630,SUP-041,manufacturing,direct_materials,2024-06-21,2024-07-15,296094.75,net_30,closed
PO-00631,SUP-031,logistics,mro,2025-11-23,2025-12-05,19046.83,net_60,closed
PO-00632,SUP-031,manufacturing,mro,2024-01-28,2024-02-10,146231.27,net_90,closed
PO-00633,SUP-006,manufacturing,mro,2024-03-14,2024-03-22,125583.89,net_60,closed
PO-00634,SUP-026,manufacturing,services,2024-12-05,2024-12-15,15066.48,net_30,closed
PO-00635,SUP-007,logistics,services,2025-05-26,2025-06-13,30247.29,net_30,closed
PO-00636,SUP-035,manufacturing,mro,2024-12-18,2025-01-07,42124.31,net_30,closed
PO-00637,SUP-019,manufacturing,services,2024-04-29,2024-05-10,8276.41,net_30,closed
PO-00638,SUP-006,manufacturing,mro,2024-02-13,2024-02-23,170367.04,net_60,closed
PO-00639,SUP-008,manufacturing,services,2024-12-21,2025-01-19,9015.68,net_30,closed
PO-00640,SUP-041,manufacturing,direct_materials,2024-05-19,2024-06-11,593988.25,net_60,closed
PO-00641,SUP-037,facilities,direct_materials,2025-08-02,2025-08-31,0.0,net_30,cancelled
PO-00642,SUP-006,facilities,mro,2025-06-14,2025-06-28,162671.78,net_90,closed
PO-00643,SUP-021,manufacturing,mro,2025-06-04,2025-06-17,118445.31,net_30,closed
PO-00644,SUP-026,manufacturing,services,2026-01-25,2026-02-11,21560.01,net_30,closed
PO-00645,SUP-035,corporate,mro,2024-08-16,2024-09-03,167207.7,net_60,closed
PO-00646,SUP-008,corporate,services,2025-03-05,2025-04-04,5104.57,net_90,closed
PO-00647,SUP-031,manufacturing,mro,2024-07-17,2024-07-27,61487.78,net_90,closed
PO-00648,SUP-013,manufacturing,direct_materials,2025-02-14,2025-03-13,841494.32,net_90,closed
PO-00649,SUP-031,it,mro,2024-11-08,2024-11-18,27735.14,net_90,closed
PO-00650,SUP-031,it,mro,2025-12-28,2026-01-05,77150.42,net_30,closed
PO-00651,SUP-019,it,services,2025-09-05,2025-09-26,15008.06,net_60,closed
PO-00652,SUP-031,logistics,mro,2024-02-19,2024-03-02,0.0,net_60,cancelled
PO-00653,SUP-036,manufacturing,services,2024-11-22,2025-01-05,6323.38,net_30,closed
PO-00654,SUP-007,manufacturing,services,2024-03-12,2024-04-01,3166.7,net_30,closed
PO-00655,SUP-025,it,mro,2025-01-22,2025-03-01,8369.23,net_60,closed
PO-00656,SUP-035,it,mro,2024-07-10,2024-07-30,176697.81,net_60,closed
PO-00657,SUP-031,it,mro,2024-08-19,2024-08-27,0.0,net_30,cancelled
PO-00658,SUP-007,logistics,services,2024-09-05,2024-09-21,27273.71,net_30,closed
PO-00659,SUP-031,corporate,mro,2024-12-06,2024-12-15,113818.81,net_60,closed
PO-00660,SUP-035,manufacturing,mro,2025-08-01,2025-08-22,0.0,net_30,cancelled
PO-00661,SUP-031,logistics,mro,2026-03-31,2026-04-12,33674.22,net_30,open
PO-00662,SUP-022,manufacturing,mro,2024-11-30,2025-01-03,13547.06,net_30,closed
PO-00663,SUP-035,manufacturing,mro,2024-05-11,2024-06-01,91299.98,net_60,closed
PO-00664,SUP-031,logistics,mro,2025-10-23,2025-11-02,0.0,net_30,cancelled
PO-00665,SUP-031,facilities,mro,2024-06-14,2024-06-28,58446.5,net_30,closed
PO-00666,SUP-021,facilities,mro,2025-06-21,2025-07-03,60959.18,net_30,closed
PO-00667,SUP-031,logistics,mro,2024-03-28,2024-04-11,90493.7,net_60,closed
PO-00668,SUP-031,manufacturing,mro,2024-08-30,2024-09-12,0.0,net_30,cancelled
PO-00669,SUP-001,manufacturing,indirect,2026-01-05,2026-01-13,110828.25,net_30,closed
PO-00670,SUP-013,it,direct_materials,2024-02-24,2024-04-03,568183.14,net_30,closed
PO-00671,SUP-029,logistics,services,2025-04-22,2025-05-09,14458.46,net_30,closed
PO-00672,SUP-019,it,services,2026-01-14,2026-02-03,5503.61,net_60,closed
PO-00673,SUP-031,it,mro,2024-12-20,2025-01-02,97035.53,net_30,closed
PO-00674,SUP-031,it,mro,2026-02-25,2026-03-07,39982.09,net_60,open
PO-00675,SUP-031,facilities,mro,2025-12-17,2025-12-30,196652.26,net_90,closed
PO-00676,SUP-021,facilities,mro,2025-08-28,2025-09-05,195675.11,net_30,closed
PO-00677,SUP-021,it,mro,2024-01-12,2024-01-19,86984.1,net_90,closed
PO-00678,SUP-031,manufacturing,mro,2024-08-21,2024-09-04,113028.29,net_30,closed
PO-00679,SUP-031,manufacturing,mro,2024-10-31,2024-11-10,57716.86,net_30,closed
PO-00680,SUP-025,manufacturing,mro,2025-09-14,2025-10-26,31046.12,net_30,closed
PO-00681,SUP-001,corporate,indirect,2025-12-31,2026-01-08,4527.03,net_30,closed
PO-00682,SUP-013,manufacturing,direct_materials,2025-10-25,2025-11-21,729214.94,net_30,closed
PO-00683,SUP-009,manufacturing,direct_materials,2024-08-04,2024-08-12,2826566.06,net_30,closed
PO-00684,SUP-035,manufacturing,mro,2025-04-21,2025-05-07,113433.16,net_30,closed
PO-00685,SUP-039,manufacturing,mro,2025-07-07,2025-07-17,70254.2,net_30,closed
PO-00686,SUP-028,corporate,mro,2025-04-21,2025-05-20,116324.74,net_60,closed
PO-00687,SUP-009,manufacturing,direct_materials,2024-12-27,2025-01-08,3640961.94,net_90,closed
PO-00688,SUP-014,logistics,indirect,2025-01-05,2025-01-30,43321.06,net_30,closed
PO-00689,SUP-011,it,indirect,2025-09-07,2025-09-25,59166.28,net_30,closed
PO-00690,SUP-009,facilities,direct_materials,2024-12-27,2025-01-04,3514651.12,net_90,closed
PO-00691,SUP-024,manufacturing,mro,2025-06-27,2025-07-23,56678.97,net_30,closed
PO-00692,SUP-040,facilities,direct_materials,2025-10-01,2025-10-19,3531546.77,net_30,closed
PO-00693,SUP-031,facilities,mro,2025-05-17,2025-05-25,105250.18,net_60,closed
PO-00694,SUP-005,it,services,2025-02-04,2025-02-20,16423.11,net_60,closed
PO-00695,SUP-001,it,indirect,2024-03-01,2024-03-14,47923.66,net_90,closed
PO-00696,SUP-014,manufacturing,indirect,2024-04-10,2024-05-06,43354.51,net_60,closed
PO-00697,SUP-029,logistics,services,2026-03-21,2026-04-01,20306.19,net_30,open
PO-00698,SUP-031,manufacturing,mro,2025-01-22,2025-02-01,141622.01,net_90,closed
PO-00699,SUP-009,manufacturing,direct_materials,2024-05-22,2024-06-05,477801.61,net_60,closed
PO-00700,SUP-007,it,services,2024-01-02,2024-01-18,16259.36,net_60,closed
PO-00701,SUP-031,it,mro,2024-02-16,2024-02-28,9180.84,net_30,closed
PO-00702,SUP-001,corporate,indirect,2024-08-07,2024-08-21,68218.1,net_90,closed
PO-00703,SUP-001,logistics,indirect,2025-05-20,2025-06-02,29675.31,net_30,closed
PO-00704,SUP-001,it,indirect,2025-08-17,2025-08-26,58243.54,net_60,closed
PO-00705,SUP-021,logistics,mro,2024-04-21,2024-04-30,142019.2,net_30,closed
PO-00706,SUP-035,manufacturing,mro,2024-08-11,2024-08-31,116512.15,net_90,closed
PO-00707,SUP-005,manufacturing,services,2024-10-25,2024-11-20,0.0,net_60,cancelled
PO-00708,SUP-001,it,indirect,2025-01-29,2025-02-06,57960.12,net_60,closed
PO-00709,SUP-019,manufacturing,services,2024-08-23,2024-09-13,26915.02,net_60,closed
PO-00710,SUP-048,corporate,indirect,2026-03-10,2026-03-31,105092.3,net_30,open
PO-00711,SUP-031,it,mro,2024-05-23,2024-06-02,131737.2,net_60,closed
PO-00712,SUP-019,manufacturing,services,2024-08-10,2024-08-31,22043.36,net_30,closed
PO-00713,SUP-031,logistics,mro,2024-04-10,2024-04-24,158963.44,net_60,closed
PO-00714,SUP-006,manufacturing,mro,2025-01-25,2025-02-05,89064.49,net_30,closed
PO-00715,SUP-007,manufacturing,services,2024-12-09,2024-12-24,27111.54,net_60,closed
PO-00716,SUP-012,facilities,services,2025-06-17,2025-07-14,4756.49,net_30,closed
PO-00717,SUP-031,facilities,mro,2024-09-26,2024-10-05,67502.84,net_60,closed
PO-00718,SUP-031,it,mro,2025-06-27,2025-07-04,47241.56,net_60,closed
PO-00719,SUP-031,corporate,mro,2024-08-08,2024-08-19,144699.12,net_30,closed
PO-00720,SUP-024,corporate,mro,2024-07-28,2024-08-24,34422.43,net_30,closed
PO-00721,SUP-031,logistics,mro,2024-05-26,2024-06-06,142314.98,net_60,closed
PO-00722,SUP-006,facilities,mro,2025-04-29,2025-05-07,125207.67,net_60,closed
PO-00723,SUP-009,manufacturing,direct_materials,2024-05-12,2024-05-24,1261233.79,net_30,closed
PO-00724,SUP-007,facilities,services,2024-03-05,2024-03-21,30783.74,net_60,closed
PO-00725,SUP-028,manufacturing,mro,2026-03-01,2026-03-29,64664.49,net_30,open
PO-00726,SUP-009,manufacturing,direct_materials,2025-03-16,2025-03-24,3265317.42,net_90,closed
PO-00727,SUP-035,logistics,mro,2025-11-09,2025-11-29,90243.45,net_90,closed
PO-00728,SUP-026,manufacturing,services,2024-09-18,2024-09-30,8367.09,net_30,closed
PO-00729,SUP-001,manufacturing,indirect,2024-07-18,2024-08-01,133300.56,net_30,closed
PO-00730,SUP-007,it,services,2025-07-01,2025-07-20,17029.75,net_60,closed
PO-00731,SUP-031,facilities,mro,2025-08-06,2025-08-13,67524.41,net_30,closed
PO-00732,SUP-031,logistics,mro,2025-10-18,2025-10-26,160562.11,net_30,closed
PO-00733,SUP-044,it,mro,2024-06-11,2024-07-02,29267.57,net_30,closed
PO-00734,SUP-029,manufacturing,services,2025-09-16,2025-10-06,15100.12,net_60,closed
PO-00735,SUP-050,corporate,indirect,2024-09-09,2024-09-29,25044.03,net_30,closed
PO-00736,SUP-019,manufacturing,services,2026-01-28,2026-02-18,25573.21,net_30,closed
PO-00737,SUP-031,manufacturing,mro,2025-10-09,2025-10-18,159999.42,net_30,closed
PO-00738,SUP-031,manufacturing,mro,2024-07-19,2024-08-02,51267.47,net_90,closed
PO-00739,SUP-018,logistics,services,2024-08-09,2024-09-02,3976.4,net_60,closed
PO-00740,SUP-018,facilities,services,2024-07-06,2024-07-28,9693.97,net_90,closed
PO-00741,SUP-006,facilities,mro,2025-05-24,2025-06-07,243047.91,net_60,closed
PO-00742,SUP-002,it,mro,2024-08-19,2024-09-06,39664.68,net_30,closed
PO-00743,SUP-048,logistics,indirect,2025-06-24,2025-07-06,80503.39,net_30,closed
PO-00744,SUP-006,manufacturing,mro,2024-05-15,2024-05-25,32699.58,net_90,closed
PO-00745,SUP-009,logistics,direct_materials,2024-08-30,2024-09-12,829942.73,net_90,closed
PO-00746,SUP-048,manufacturing,indirect,2025-04-12,2025-04-23,21414.83,net_30,closed
PO-00747,SUP-019,manufacturing,services,2024-08-07,2024-08-18,22480.06,net_30,closed
PO-00748,SUP-010,facilities,indirect,2025-02-24,2025-03-23,20823.18,net_60,closed
PO-00749,SUP-004,manufacturing,direct_materials,2026-01-15,2026-01-30,2384810.6,net_30,closed
PO-00750,SUP-046,logistics,direct_materials,2025-09-28,2025-10-13,1427184.29,net_60,closed
PO-00751,SUP-029,corporate,services,2024-07-11,2024-07-27,21001.34,net_30,closed
PO-00752,SUP-007,facilities,services,2024-10-24,2024-11-11,17066.56,net_30,closed
PO-00753,SUP-019,logistics,services,2024-12-12,2024-12-22,9846.42,net_30,closed
PO-00754,SUP-031,corporate,mro,2025-08-15,2025-08-27,174818.48,net_90,closed
PO-00755,SUP-031,facilities,mro,2026-01-21,2026-02-01,33547.72,net_30,closed
PO-00756,SUP-040,manufacturing,direct_materials,2025-03-29,2025-04-12,1187783.65,net_30,closed
PO-00757,SUP-049,facilities,direct_materials,2025-04-13,2025-05-21,1061186.55,net_90,closed
PO-00758,SUP-009,manufacturing,direct_materials,2024-05-08,2024-05-21,4864795.72,net_60,closed
PO-00759,SUP-007,corporate,services,2024-09-02,2024-09-20,18433.79,net_30,closed
PO-00760,SUP-031,manufacturing,mro,2025-12-21,2026-01-03,118718.22,net_60,closed
PO-00761,SUP-031,corporate,mro,2025-10-02,2025-10-14,168904.91,net_30,closed
PO-00762,SUP-041,facilities,direct_materials,2024-12-11,2024-12-31,1648579.91,net_30,closed
PO-00763,SUP-029,it,services,2024-06-26,2024-07-08,11574.54,net_60,closed
PO-00764,SUP-011,manufacturing,indirect,2024-05-16,2024-06-10,55017.56,net_30,closed
PO-00765,SUP-006,corporate,mro,2024-08-25,2024-09-05,23855.36,net_90,closed
PO-00766,SUP-031,manufacturing,mro,2025-11-20,2025-11-27,114579.84,net_60,closed
PO-00767,SUP-031,manufacturing,mro,2024-07-11,2024-07-18,30012.92,net_60,closed
PO-00768,SUP-031,logistics,mro,2024-07-08,2024-07-20,31751.82,net_30,closed
PO-00769,SUP-007,manufacturing,services,2024-12-20,2024-12-31,18935.66,net_60,closed
PO-00770,SUP-006,facilities,mro,2025-03-12,2025-03-20,73654.7,net_30,closed
PO-00771,SUP-007,logistics,services,2024-07-09,2024-07-30,27970.71,net_30,closed
PO-00772,SUP-026,it,services,2024-09-21,2024-10-12,9521.94,net_30,closed
PO-00773,SUP-006,manufacturing,mro,2024-08-31,2024-09-07,49014.15,net_30,closed
PO-00774,SUP-031,manufacturing,mro,2025-03-02,2025-03-15,139083.51,net_30,closed
PO-00775,SUP-006,manufacturing,mro,2025-01-13,2025-01-23,44154.28,net_60,closed
PO-00776,SUP-031,manufacturing,mro,2024-10-16,2024-10-26,94397.12,net_30,closed
PO-00777,SUP-029,logistics,services,2024-03-29,2024-04-10,22468.36,net_60,closed
PO-00778,SUP-006,facilities,mro,2026-03-07,2026-03-18,67073.32,net_30,open
PO-00779,SUP-009,logistics,direct_materials,2025-07-03,2025-07-15,3109377.22,net_30,closed
PO-00780,SUP-048,corporate,indirect,2025-12-27,2026-01-15,25784.39,net_90,closed
PO-00781,SUP-048,it,indirect,2025-11-23,2025-12-04,21015.88,net_90,closed
PO-00782,SUP-010,manufacturing,indirect,2025-02-17,2025-03-16,43743.85,net_60,closed
PO-00783,SUP-021,manufacturing,mro,2026-02-14,2026-02-21,54561.22,net_30,open
PO-00784,SUP-021,it,mro,2024-12-21,2025-01-04,171542.55,net_60,closed
PO-00785,SUP-031,facilities,mro,2024-02-16,2024-03-01,36269.06,net_60,closed
PO-00786,SUP-020,manufacturing,mro,2025-07-07,2025-08-04,65858.85,net_60,closed
PO-00787,SUP-029,logistics,services,2024-12-20,2024-12-30,27399.56,net_60,closed
PO-00788,SUP-006,it,mro,2025-04-05,2025-04-15,38171.79,net_60,closed
PO-00789,SUP-045,manufacturing,direct_materials,2024-12-10,2024-12-28,1841623.5,net_60,closed
PO-00790,SUP-031,manufacturing,mro,2024-01-23,2024-02-01,57413.42,net_90,closed
PO-00791,SUP-031,manufacturing,mro,2024-07-18,2024-07-25,40169.62,net_30,closed
PO-00792,SUP-007,corporate,services,2026-03-09,2026-03-25,25665.75,net_60,open
PO-00793,SUP-017,manufacturing,services,2024-10-28,2024-11-26,3172.58,net_60,closed
PO-00794,SUP-005,manufacturing,services,2025-07-03,2025-08-02,11024.34,net_90,closed
PO-00795,SUP-031,corporate,mro,2024-05-15,2024-05-26,113015.28,net_30,closed
PO-00796,SUP-009,manufacturing,direct_materials,2024-09-13,2024-09-20,2792506.15,net_90,closed
PO-00797,SUP-029,facilities,services,2025-10-10,2025-10-23,23310.78,net_60,closed
PO-00798,SUP-031,manufacturing,mro,2024-02-18,2024-03-01,197005.96,net_60,closed
PO-00799,SUP-006,corporate,mro,2024-06-14,2024-06-28,168472.21,net_90,closed
PO-00800,SUP-006,it,mro,2024-03-03,2024-03-15,98128.1,net_30,closed
PO-00801,SUP-031,logistics,mro,2024-01-15,2024-01-24,107216.09,net_30,closed
PO-00802,SUP-040,manufacturing,direct_materials,2026-01-05,2026-01-20,643197.54,net_30,closed
PO-00803,SUP-019,corporate,services,2025-12-16,2025-12-29,30376.26,net_90,closed
PO-00804,SUP-031,manufacturing,mro,2025-08-14,2025-08-26,65550.65,net_90,closed
PO-00805,SUP-024,facilities,mro,2024-10-21,2024-11-15,66166.48,net_30,closed
PO-00806,SUP-031,logistics,mro,2024-10-22,2024-11-04,130886.55,net_60,closed
PO-00807,SUP-001,manufacturing,indirect,2025-07-12,2025-07-20,16669.85,net_60,closed
PO-00808,SUP-037,logistics,direct_materials,2025-05-10,2025-05-24,1447205.5,net_30,closed
PO-00809,SUP-006,logistics,mro,2025-01-17,2025-01-29,81908.29,net_90,closed
PO-00810,SUP-001,it,indirect,2024-06-14,2024-06-28,16804.13,net_30,closed
PO-00811,SUP-035,logistics,mro,2025-12-06,2025-12-21,109979.08,net_60,closed
PO-00812,SUP-032,manufacturing,indirect,2025-08-15,2025-09-03,60411.33,net_60,closed
PO-00813,SUP-012,manufacturing,services,2025-11-11,2025-12-14,5102.11,net_60,closed
PO-00814,SUP-006,it,mro,2025-04-23,2025-04-30,28899.27,net_90,closed
PO-00815,SUP-031,corporate,mro,2024-04-08,2024-04-17,136551.11,net_90,closed
PO-00816,SUP-035,manufacturing,mro,2025-12-15,2025-12-29,189655.06,net_90,closed
PO-00817,SUP-002,it,mro,2024-06-24,2024-07-16,107763.31,net_30,closed
PO-00818,SUP-006,manufacturing,mro,2026-02-06,2026-02-14,145196.86,net_30,closed
PO-00819,SUP-026,it,services,2025-06-08,2025-06-24,11671.6,net_30,closed
PO-00820,SUP-006,manufacturing,mro,2026-03-13,2026-03-26,37055.1,net_90,open
PO-00821,SUP-006,manufacturing,mro,2025-11-19,2025-11-26,181171.47,net_60,closed
PO-00822,SUP-031,logistics,mro,2025-03-30,2025-04-06,137764.22,net_90,closed
PO-00823,SUP-019,manufacturing,services,2024-06-21,2024-07-04,14133.95,net_30,closed
PO-00824,SUP-043,manufacturing,direct_materials,2025-10-17,2025-11-03,1404113.17,net_30,closed
PO-00825,SUP-031,manufacturing,mro,2025-05-17,2025-05-24,52089.95,net_30,closed
PO-00826,SUP-006,logistics,mro,2025-05-27,2025-06-07,122624.98,net_60,closed
PO-00827,SUP-006,manufacturing,mro,2025-03-30,2025-04-09,41202.02,net_60,closed
PO-00828,SUP-020,it,mro,2025-07-06,2025-08-02,29025.64,net_60,closed
PO-00829,SUP-023,manufacturing,mro,2025-05-15,2025-06-08,20729.31,net_60,closed
PO-00830,SUP-031,facilities,mro,2025-08-20,2025-09-03,94585.99,net_60,closed
PO-00831,SUP-021,manufacturing,mro,2025-09-16,2025-09-30,48338.59,net_60,closed
PO-00832,SUP-021,facilities,mro,2024-08-19,2024-08-30,102169.61,net_30,closed
PO-00833,SUP-020,corporate,mro,2024-12-15,2025-01-10,75482.03,net_60,closed
PO-00834,SUP-007,it,services,2024-04-09,2024-04-19,16677.54,net_90,closed
PO-00835,SUP-031,manufacturing,mro,2025-08-27,2025-09-07,88943.04,net_30,closed
PO-00836,SUP-019,facilities,services,2024-01-18,2024-02-05,34841.83,net_90,closed
PO-00837,SUP-001,it,indirect,2026-01-08,2026-01-18,111707.2,net_30,closed
PO-00838,SUP-031,facilities,mro,2025-10-26,2025-11-02,60503.21,net_30,closed
PO-00839,SUP-003,logistics,services,2024-06-04,2024-06-25,8862.03,net_30,closed
PO-00840,SUP-006,it,mro,2024-12-10,2024-12-24,110352.56,net_30,closed
PO-00841,SUP-021,manufacturing,mro,2024-09-23,2024-10-06,107925.98,net_30,closed
PO-00842,SUP-001,manufacturing,indirect,2024-07-04,2024-07-17,40185.63,net_30,closed
PO-00843,SUP-006,manufacturing,mro,2025-12-31,2026-01-10,55549.56,net_30,closed
PO-00844,SUP-035,it,mro,2024-02-08,2024-02-19,151113.8,net_60,closed
PO-00845,SUP-031,manufacturing,mro,2024-02-20,2024-02-28,49172.84,net_60,closed
PO-00846,SUP-031,manufacturing,mro,2026-02-22,2026-03-03,42956.42,net_60,open
PO-00847,SUP-019,corporate,services,2024-09-18,2024-09-28,5049.89,net_30,closed
PO-00848,SUP-031,facilities,mro,2025-12-12,2025-12-23,16005.92,net_30,closed
PO-00849,SUP-019,it,services,2025-03-08,2025-03-29,12710.17,net_60,closed
PO-00850,SUP-013,manufacturing,direct_materials,2025-01-31,2025-03-06,700010.66,net_60,closed
PO-00851,SUP-001,logistics,indirect,2024-10-01,2024-10-13,30954.1,net_30,closed
PO-00852,SUP-027,manufacturing,services,2024-08-05,2024-08-20,0.0,net_90,cancelled
PO-00853,SUP-035,manufacturing,mro,2024-04-18,2024-05-02,60765.23,net_60,closed
PO-00854,SUP-031,facilities,mro,2025-09-23,2025-10-07,58996.9,net_30,closed
PO-00855,SUP-031,facilities,mro,2025-08-03,2025-08-16,181447.4,net_90,closed
PO-00856,SUP-009,manufacturing,direct_materials,2024-08-04,2024-08-17,2333193.45,net_90,closed
PO-00857,SUP-048,facilities,indirect,2026-03-20,2026-04-08,68923.22,net_60,open
PO-00858,SUP-035,it,mro,2026-03-19,2026-04-09,69602.9,net_60,open
PO-00859,SUP-001,manufacturing,indirect,2026-03-15,2026-03-22,136375.45,net_30,open
PO-00860,SUP-031,corporate,mro,2025-10-23,2025-11-06,85192.42,net_30,closed
PO-00861,SUP-031,manufacturing,mro,2024-04-28,2024-05-07,60382.94,net_30,closed
PO-00862,SUP-009,facilities,direct_materials,2025-11-22,2025-11-30,0.0,net_30,cancelled
PO-00863,SUP-031,logistics,mro,2024-09-28,2024-10-07,35990.26,net_90,closed
PO-00864,SUP-044,corporate,mro,2024-01-20,2024-02-29,27422.35,net_30,closed
PO-00865,SUP-031,manufacturing,mro,2024-09-06,2024-09-18,101565.82,net_60,closed
PO-00866,SUP-048,manufacturing,indirect,2025-01-24,2025-02-05,27041.44,net_30,closed
PO-00867,SUP-031,it,mro,2026-01-30,2026-02-12,128817.26,net_30,closed
PO-00868,SUP-031,facilities,mro,2026-02-12,2026-02-21,87672.82,net_30,open
PO-00869,SUP-043,manufacturing,direct_materials,2024-01-23,2024-02-11,814110.85,net_60,closed
PO-00870,SUP-048,corporate,indirect,2025-05-30,2025-06-13,41577.06,net_30,closed
PO-00871,SUP-001,manufacturing,indirect,2025-02-08,2025-02-21,29919.88,net_30,closed
PO-00872,SUP-021,manufacturing,mro,2024-05-23,2024-06-04,124856.86,net_30,closed
PO-00873,SUP-005,it,services,2024-11-08,2024-11-30,14885.24,net_30,closed
PO-00874,SUP-026,manufacturing,services,2025-06-10,2025-06-29,12957.72,net_30,closed
PO-00875,SUP-031,manufacturing,mro,2024-05-03,2024-05-10,106829.1,net_30,closed
PO-00876,SUP-006,manufacturing,mro,2024-10-28,2024-11-07,125294.8,net_30,closed
PO-00877,SUP-021,manufacturing,mro,2024-01-27,2024-02-06,179827.43,net_30,closed
PO-00878,SUP-007,facilities,services,2025-05-07,2025-05-18,16320.24,net_60,closed
PO-00879,SUP-031,it,mro,2024-05-14,2024-05-23,158560.28,net_30,closed
PO-00880,SUP-006,it,mro,2025-08-10,2025-08-19,80331.35,net_30,closed
PO-00881,SUP-038,manufacturing,services,2026-02-19,2026-03-22,2761.84,net_60,open
PO-00882,SUP-031,logistics,mro,2026-01-20,2026-01-28,199995.03,net_60,closed
PO-00883,SUP-009,manufacturing,direct_materials,2026-03-17,2026-03-26,1931939.1,net_30,open
PO-00884,SUP-007,corporate,services,2024-07-16,2024-07-30,9119.51,net_30,closed
PO-00885,SUP-031,manufacturing,mro,2024-10-11,2024-10-25,0.0,net_30,cancelled
PO-00886,SUP-031,it,mro,2025-12-10,2025-12-20,126080.08,net_30,closed
PO-00887,SUP-006,logistics,mro,2024-06-21,2024-06-29,76652.96,net_30,closed
PO-00888,SUP-031,manufacturing,mro,2024-05-26,2024-06-08,138182.83,net_30,closed
PO-00889,SUP-031,manufacturing,mro,2025-03-14,2025-03-27,84476.87,net_60,closed
PO-00890,SUP-039,manufacturing,mro,2025-09-29,2025-10-20,83147.87,net_30,closed
PO-00891,SUP-001,manufacturing,indirect,2025-02-17,2025-02-25,63640.77,net_60,closed
PO-00892,SUP-037,it,direct_materials,2024-07-08,2024-07-31,1277361.81,net_30,closed
PO-00893,SUP-032,facilities,indirect,2024-08-29,2024-09-16,29561.1,net_90,closed
PO-00894,SUP-021,manufacturing,mro,2026-03-03,2026-03-13,32934.26,net_30,open
PO-00895,SUP-035,manufacturing,mro,2026-03-24,2026-04-08,59153.42,net_30,open
PO-00896,SUP-031,manufacturing,mro,2024-02-19,2024-02-28,107997.59,net_30,closed
PO-00897,SUP-033,manufacturing,direct_materials,2025-01-09,2025-02-20,616064.05,net_60,closed
PO-00898,SUP-035,manufacturing,mro,2025-06-03,2025-06-18,58787.63,net_30,closed
PO-00899,SUP-041,it,direct_materials,2025-04-04,2025-04-27,1659430.1,net_30,closed
PO-00900,SUP-031,corporate,mro,2024-11-10,2024-11-18,243573.47,net_90,closed
PO-00901,SUP-039,it,mro,2026-01-19,2026-02-07,107704.93,net_90,closed
PO-00902,SUP-009,corporate,direct_materials,2024-01-10,2024-01-23,3575656.84,net_60,closed
PO-00903,SUP-028,manufacturing,mro,2025-03-24,2025-04-10,100290.4,net_30,closed
PO-00904,SUP-006,it,mro,2024-05-02,2024-05-11,100534.72,net_60,closed
PO-00905,SUP-006,manufacturing,mro,2026-03-14,2026-03-23,64060.16,net_60,open
PO-00906,SUP-045,logistics,direct_materials,2024-03-31,2024-04-29,1458688.14,net_30,closed
PO-00907,SUP-031,logistics,mro,2024-06-30,2024-07-09,96643.69,net_60,closed
